"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"sim";30,418;-1,764;-2,577;-1,844;-4,108
"mil";-6,616;37,797;0,525;-3,368;-3,76
"muita";0,925;0,336;-0,114;1,192;-5,487
"dois";-0,004;1,065;0,199;0,2;-3,485
"inclusive";-0,031;-0,455;18,27;-3,138;-5,925
"haver";6,172;0,012;-0,05;-1,099;-3,077
"contra";20,593;-0,908;-0,335;-2,415;-5,052
"o";-4,377;11,431;-4,266;-0,474;5,282
"k";-4,377;11,431;-4,266;-0,474;5,282
"ainda";2,437;0,991;0,021;-0,702;-4,619
"n";7,466;-3,869;3,215;-1,889;-4,404
"bilhão";-5,866;28,304;1,137;-2,986;-3,334
"tudo";0,774;1,524;-0,376;0,323;-4,189
"sempre";-0,903;-1,331;0,525;11,834;-3,76
"nada";-0,496;3,256;2,697;-1,06;-3,334
"assim";-0,437;0,365;0,176;0,323;-0,705
"antes";3,636;-1,658;-0,376;-1,717;0,942
"algum";0,134;-0,432;0,877;-1,717;0,135
"qualquer";10,92;-2,929;-0,439;0,135;-3,334
"parte";0,451;-0,24;5,551;-1,382;-3,76
"nenhum";0,701;0,08;2,1;-1,219;-3,547
"infelizmente";-0,075;0,932;6,594;-3,176;-3,547
"desde";3,071;0,03;0,033;-0,267;-3,76
"aquele";0,017;-1,331;8,41;-1,382;-1,7
"tipo";0,033;-0,009;4,296;-0,754;-2,91
"primeiro";-0,69;0,932;-0,052;0,865;-0,333
"além";2,517;1,213;-0,439;-0,11;-3,334
"principalmente";0,195;3,256;-0,007;-0,11;-3,334
"cada";-1,349;-0,042;5,974;-0,905;-0,143
"tão";3,479;0,905;-0,545;-0,474;-2,488
"segundo";5,688;-0,865;0,436;-0,905;-3,121
"ele";0,128;-2,371;2,812;0,586;-2,698
"tarde";-1,081;-0,719;4,296;1,874;-2,91
"pouco";-0,83;0,634;1,079;-2,417;0,351
"ontem";-0,077;0,634;2,812;-0,61;-2,698
"muito";0,128;0,634;0,161;0;-2,698
"aqui";0,128;-2,371;1,079;-0,61;0,351
"algo";-2,387;9,809;2,812;-2,417;-2,698
"tanto";-2,052;3,102;3,673;-0,474;-2,488
"menos";-0,077;2,48;0,161;0;-2,698
"apenas";0,298;-0,447;3,673;-2,228;-0,643
"a";0,983;0,634;0,161;-0,61;-2,698
"s";-4,008;-2,001;-1,647;-0,346;33,319
"ninguém";0,958;-0,213;0,087;0,16;-2,068
"dentro";0,958;-1,817;3,053;-0,231;-2,068
"milhão";-3,271;6,031;0,259;0,318;-1,859
"fim";-0,083;6,031;0,259;-1,665;-1,859
"especialmente";-0,216;4,824;-1,339;1,638;-2,068
"aí";4,532;-0,324;0,631;-2,04;-2,277
"aquela";-0,391;-0,324;8,253;-0,346;-2,277
"quase";-2,537;9,626;1,053;-1,292;-1,442
"durante";0,223;11,486;-1,041;-1,665;-1,859
"diante";5,405;-0,046;-2,83;0,562;-1,65
"alguma";0,223;0,347;0,259;-0,132;-1,859
"verdade";3,424;-0,005;0,026;-1,292;-1,442
"três";-1,099;-0,119;4,157;0,318;-1,859
"logo";-0,009;0,6;-2,83;-0,054;2,421
"aliás";-0,083;-0,119;0,259;2,224;-1,859
"2";25,331;-1,633;-3,187;-1,665;-1,859
"vário";-0,009;3,112;-0,004;-0,054;-1,65
"quanto";-0,807;0,6;5,624;-1,478;-1,65
"tentar";7,352;-0,005;-0,499;-1,292;-1,442
"somente";0,017;9,626;-0,499;-1,292;-1,442
"realmente";-0,536;0,977;3,58;-1,292;-1,442
"maioria";0,979;-1,267;1,053;-0,007;-1,442
"justamente";-2,172;5,672;1,823;-1,106;-1,234
"novamente";-2,172;0,01;5,221;-1,106;0
"connosco";0,476;-0,903;-1,762;7,636;-1,027
"cinco";-0,004;0,299;-0,002;0,28;-0,821
"atrás";1,726;0,01;-0,27;0,007;-1,234
"através";-0,297;-1,085;10,368;-1,106;-1,234
"após";0,148;0,01;0,172;-1,106;0
"ali";-2,172;1,539;-0,27;5,517;-1,234
"alguém";-0,297;1,539;1,823;-1,106;-1,234
"talvez";4,876;-0,721;-0,002;-0,735;-0,821
"nunca";2,507;-0,54;0,086;-0,551;-0,615
"juntamente";-0,004;0,299;1,212;-0,735;-0,821
"entanto";-0,107;0,089;3,039;-0,92;-1,027
"diretamente";2,915;0,089;-0,092;-0,92;-1,027
"acima";4,876;0,299;-1,408;-0,735;-0,821
"valor";-1,444;0,299;5,038;-0,735;-0,821
"urgentemente";-1,444;-0,721;5,038;0,28;-0,821
"senão";8,38;-0,54;-1,054;-0,551;-0,615
"salvo";11,188;-0,721;-1,408;-0,735;-0,821
"quê";4,876;-0,721;-1,408;0,28;-0,821
"quarto";-1,444;0,299;5,038;-0,735;-0,821
"mim";0,074;6,181;-1,054;-0,551;-0,615
"enfim";-1,444;0,299;-0,002;3,669;-0,821
"efetivamente";11,188;-0,721;-1,408;-0,735;-0,821
"demais";-1,082;16,784;-1,054;-0,551;-0,615
"cuja";1,148;-0,721;-1,408;3,669;-0,821
"amanhã";-1,082;0,767;0,086;0,736;-0,615
"acercar";1,148;0,299;-0,002;-0,735;-0,821
"absolutamente";4,876;-0,721;-0,002;-0,735;-0,821
"v";2,507;0,767;-1,054;-0,551;-0,615
"um";0,074;0,767;0,086;-0,551;-0,615
"tal";2,507;-0,54;-1,054;0,736;-0,615
"sobretudo";2,507;0,767;-1,054;-0,551;-0,615
"simplesmente";0,074;0,767;0,086;-0,551;-0,615
"sequer";0,074;6,181;-1,054;-0,551;-0,615
"qual";0,074;0,767;-1,054;-0,551;0,573
"profundamente";2,507;-0,54;0,086;-0,551;-0,615
"pegar";2,507;-0,54;0,086;-0,551;-0,615
"mal";-1,082;0,767;2,601;-0,551;-0,615
"individualmente";0,074;-0,54;-1,054;-0,551;5,284
"imediatamente";2,507;-0,54;0,086;-0,551;-0,615
"extremamente";0,074;-0,54;0,086;0,736;-0,615
"exatamente";2,507;-0,54;0,086;-0,551;-0,615
"cá";-1,082;0,767;0,086;0,736;-0,615
"claramente";2,507;-0,54;0,086;-0,551;-0,615
"apesar";-1,082;0,767;2,601;-0,551;-0,615
"aonde";0,074;-0,54;0,086;0,736;-0,615
"*deputado_POMPEO_DE_MATTOS";-34,994;-21,914;-21,5;42,52;111,617
"*deputado_REINHOLD_STEPHANES";-1,082;0,767;0,086;0,736;-0,615
"*deputado_JOSÉ_GUIMARÃES";4,876;0,299;-1,408;-0,735;-0,821
"*deputado_CHICO_ALENCAR";10,064;-1,085;-0,27;-1,106;-1,234
"*deputado_DEFENSOR_STÉLIO_DENER";-2,172;0,01;10,368;-1,106;-1,234
"*deputado_GABRIEL_NUNES";-1,082;-0,54;0,086;6,041;-0,615
"*partido_PODE";-3,271;-1,633;7,861;2,224;-1,859
"*uf_CE";0,066;-0,213;0,087;1,638;-2,068
"*deputado_DANDARA";-0,107;-0,903;7,656;-0,92;-1,027
"*deputado_ALENCAR_SANTANA";8,38;-0,54;-1,054;-0,551;-0,615
"*deputado_GILBERTO_NASCIMENTO";-35,993;1,751;-19,914;-0,051;125,737
"*dec_text270";-0,72;-0,36;5,726;-0,367;-0,409
"*deputado_BOHN_GASS";-1,444;11,141;-0,002;-0,735;-0,821
"*deputado_HEITOR_SCHUCH";-2,904;-1,45;23,076;-1,478;-1,65
"*partido_AVANTE";-2,904;-1,45;10,127;0,562;-1,65
"*uf_PI";-0,598;6,61;0,347;-0,474;-2,488
"*partido_PL";22,18;-1,227;-3,3;2,654;-15,384
"*uf_PE";-3,639;-1,817;10,236;0,16;-0,348
"*dec_text379";5,58;-0,36;-0,702;-0,367;-0,409
"*deputado_ARTHUR_LIRA";52,01;-11,845;-20,288;-9,65;9,44
"*uf_PB";-0,391;-0,324;4,753;0,063;-2,277
"*deputado_JOÃO_DANIEL";-0,536;9,626;-0,499;-0,007;-1,442
"*deputado_ERIKA_HILTON";32,328;-2,556;-2,62;-2,606;-2,91
"*partido_UNIÃO";-1,607;10,158;12,371;-4,882;-12,53
"*partido_PP";32,913;-9,252;-4,584;-9,529;2,703
"*uf_PR";-5,573;0,155;12,946;0,128;-4,619
"*partido_PT";-2,831;19,178;36,177;-11,393;-35,841
"*deputado_GILVAN_DA_FEDERAL";8,38;-0,54;-1,054;-0,551;-0,615
"*dec_text29";-0,72;11,175;-0,702;-0,367;-0,409
"*deputado_CORONEL_CHRISÓSTOMO";7,938;-2,001;0,01;-0,346;-2,277
"*deputado_CÉLIO_SILVEIRA";0,074;-0,54;0,086;0,736;-0,615
"*uf_BA";-1,305;2,921;20,679;-5,549;-11,122
"*deputado_RANIERY_PAULINO";-1,444;-0,721;5,038;0,28;-0,821
"*deputado_MERLONG_SOLANO";-2,537;9,626;0,026;-0,007;-1,442
"*deputado_BRUNO_FARIAS";-2,904;-1,45;10,127;0,562;-1,65
"*dec_text249";-0,72;-0,36;5,726;-0,367;-0,409
"*deputado_CORONEL_ASSIS";0;0,515;4,654;-1,548;-3,974
"*uf_SC";14,709;-7,553;0,362;0,134;-8,597
"*uf_SE";-0,536;9,626;-0,499;-0,007;-1,442
"*dec_text474";-0,72;-0,36;0,604;1,83;-0,409
"*deputado_JEFFERSON_CAMPOS";-0,72;-0,36;-0,702;10,963;-0,409
"*deputado_OSMAR_TERRA";-1,444;-0,721;-0,002;10,903;-0,821
"*uf_SP";-5,611;4,912;-18,057;-2,492;51,072
"*deputado_GEOVANIA_DE_SÁ";-1,099;-1,633;12,736;-0,132;-1,859
"*deputado_CLEBER_VERDE";-1,082;16,784;-1,054;-0,551;-0,615
"*deputado_TABATA_AMARAL";-1,099;27,625;-1,041;-1,665;-1,859
"*deputado_REIMONT";-4,748;5,538;2,812;0;-2,698
"*deputado_SAULLO_VIANNA";-1,808;28,044;-1,762;-0,92;-1,027
"*partido_PSOL";63,914;-5,98;-3,132;-6,096;-6,806
"*uf_TO";-2,172;-1,085;0,172;12,127;-1,234
"*deputado_MARCELO_CALERO";22,488;-1,45;-2,83;-1,478;-1,65
"*dec_text257";-0,72;11,175;-0,702;-0,367;-0,409
"*uf_AL";49,252;-2,741;-19,874;-11,208;3,131
"*dec_text259";-0,72;11,175;-0,702;-0,367;-0,409
"*dec_text311";-0,72;-0,36;5,726;-0,367;-0,409
"*dec_text567";-0,72;11,175;-0,702;-0,367;-0,409
"*deputado_IVAN_VALENTE";9,801;-1,45;-0,004;-1,478;-1,65
"*dec_text406";0,573;1,881;-0,702;-0,367;-0,409
"*dec_text674";0,573;-0,36;0,604;-0,367;-0,409
"*deputado_MÁRCIO_JERRY";16,824;-1,085;-2,117;-1,106;-1,234
"*dec_text153";-0,72;11,175;-0,702;-0,367;-0,409
"*deputado_CAPITÃO_ALDEN";25,331;-1,633;-3,187;-1,665;-1,859
"*deputado_AFONSO_HAMM";-1,808;7,825;0,518;-0,92;-1,027
"*partido_REPUBLICANOS";-5,12;-0,009;15,352;-0,015;-2,91
"*deputado_LEUR_LOMANTO_JÚNIOR";-2,537;-0,005;13,137;-1,292;-1,442
"*partido_PSDB";-1,099;-1,633;12,736;-0,132;-1,859
"*partido_NOVO";5,405;-0,046;-0,759;-0,054;-1,65
"*deputado_ALTINEU_CÔRTES";8,38;-0,54;-1,054;-0,551;-0,615
"*deputado_IDILVAN_ALENCAR";-2,172;-1,085;1,823;5,517;-1,234
"*dec_text461";5,58;-0,36;-0,702;-0,367;-0,409
"*deputado_DR_LUIZ_OVANDO";1,726;-1,085;1,823;-1,106;-1,234
"*deputado_GERVÁSIO_MAIA";5,58;-0,36;-0,702;-0,367;-0,409
"*deputado_SIDNEY_LEITE";-2,172;33,695;-2,117;-1,106;-1,234
"*dec_text679";0,573;-0,36;-0,702;1,83;-0,409
"*deputado_LUCIANO_AZEVEDO";-1,082;-0,54;-1,054;16,465;-0,615
"*deputado_ROGÉRIO_CORREIA";14,941;0,18;-3,546;-1,852;-2,068
"*uf_GO";0,074;-0,54;0,086;0,736;-0,615
"*deputado_DANIEL_FREITAS";-0,72;-0,36;-0,702;10,963;-0,409
"*deputado_LUIZ_LIMA";-3,271;50,733;-3,187;-1,665;-1,859
"*partido_PSD";-4,53;0,869;-37,041;1,765;55,314
"*deputado_ZÉ_NETO";-2,537;-1,267;20,166;-1,292;-1,442
"*deputado_TARCÍSIO_MOTTA";11,188;-0,721;-1,408;-0,735;-0,821
"*deputado_RICARDO_MAIA";-2,904;7,582;2,436;-1,478;-1,65
"*partido_PSB";-1,687;2,857;10,898;-2,774;-5,487
"*partido_SOLIDARIEDADE";0,573;-0,36;-0,702;-0,367;1,555
"*deputado_ALICE_PORTUGAL";-1,099;6,031;1,623;-1,665;-1,859
"*deputado_COBALCHINI";-1,808;-0,903;14,368;-0,92;-1,027
"*dec_text233";-0,72;-0,36;5,726;-0,367;-0,409
"*dec_text231";-0,72;11,175;-0,702;-0,367;-0,409
"*deputado_DELEGADO_MARCELO_FREITAS";8,38;-0,54;-1,054;-0,551;-0,615
"*deputado_TADEU_VENERI";-1,099;-1,633;18,78;-1,665;-1,859
"*partido_PDT";-37,777;-23,356;-17,597;48,374;100,93
"*deputado_ZUCCO";-0,72;-0,36;0,604;1,83;-0,409
"*deputado_FLÁVIO_NOGUEIRA";0,476;0,089;0,518;-0,92;-1,027
"*deputado_ERIKA_KOKAY";28,182;-1,817;-3,546;-1,852;-2,068
"*deputado_PADRE_JOÃO";-4,008;7,909;0,631;0,063;-2,277
"*deputado_ADRIANA_VENTURA";5,405;-0,046;-0,759;-0,054;-1,65
"*uf_AC";-0,72;1,881;-0,702;1,83;-0,409
"*deputado_MESSIAS_DONATO";-1,444;0,299;1,212;0,28;-0,821
"*dec_text62";-0,72;-0,36;5,726;-0,367;-0,409
"*partido_PRD";1,726;0,01;-0,27;0,007;-1,234
"*dec_text553";-0,72;-0,36;5,726;-0,367;-0,409
"*deputado_JUNIO_AMARAL";2,507;-0,54;-1,054;-0,551;0,573
"*deputado_RAFAEL_SIMOES";-3,639;-0,213;21,637;-1,852;-2,068
"*deputado_ALFREDINHO";-1,808;28,044;-1,762;-0,92;-1,027
"*deputado_NILTO_TATTO";-2,537;-1,267;20,166;-1,292;-1,442
"*deputado_LAURA_CARNEIRO";-0,72;-0,36;-0,702;10,963;-0,409
"*dec_text636";5,58;-0,36;-0,702;-0,367;-0,409
"*deputado_NATÁLIA_BONAVIDES";-4,377;-2,186;27,402;-0,474;-2,488
"*deputado_DARCI_DE_MATOS";41,189;-4,439;-8,663;0,027;-5,052
"*deputado_ISNALDO_BULHÕES_JR";8,38;-0,54;-1,054;-0,551;-0,615
"*dec_text78";-0,72;-0,36;5,726;-0,367;-0,409
"*uf_ES";-0,496;-1,017;4,922;1,136;-3,334
"*uf_AM";-4,008;62,164;-3,905;-2,04;-2,277
"*deputado_GILSON_DANIEL";-3,271;-1,633;7,861;2,224;-1,859
"*deputado_LUISA_CANZIANI";-0,72;-0,36;-0,702;10,963;-0,409
"*deputado_WELTER";-2,904;3,112;2,436;-0,054;-1,65
"*deputado_VALMIR_ASSUNÇÃO";-2,904;3,112;5,624;-1,478;-1,65
"*partido_PCdoB";3,218;1,555;0,004;-2,796;-3,121
"*partido_MDB";-4,551;6,88;2,032;1,318;-7,697
"*deputado_DUARTE_JR";-0,536;-1,267;7,609;-0,007;-1,442
"*dec_text210";-0,72;11,175;-0,702;-0,367;-0,409
"*deputado_CLARISSA_TÉRCIO";-3,271;-1,633;12,736;0,318;-1,859
"*dec_text350";-0,72;1,881;0,604;-0,367;-0,409
"*uf_RJ";2,343;7,698;-2,451;0,335;-10,136
"*uf_RN";0;-3,492;18,288;-1,548;-3,974
"*uf_RO";7,938;-2,001;0,01;-0,346;-2,277
"*uf_RR";-2,172;0,01;10,368;-1,106;-1,234
"*uf_RS";-30,897;-15,239;-8,651;40,699;57,108
"*deputado_PAULÃO";-0,004;3,772;-0,002;-0,735;-0,821
"*deputado_ABILIO_BRUNINI";5,58;-0,36;-0,702;-0,367;-0,409
"*deputado_MARCELO_ÁLVARO_ANTÔNIO";-1,808;-0,903;0,518;7,636;-1,027
"*deputado_DR_FREDERICO";1,726;0,01;-0,27;0,007;-1,234
"*uf_DF";28,182;-1,817;-3,546;-1,852;-2,068
"*deputado_BIBO_NUNES";8,856;-0,865;-0,28;-0,053;-3,121
"*deputado_MEIRE_SERAFIM";-0,72;1,881;-0,702;1,83;-0,409
"*deputado_ALFREDO_GASPAR";0,004;7,909;-0,349;-0,346;-2,277
"*dec_text615";0,573;-0,36;-0,702;1,83;-0,409
"*deputado_ROBERTO_MONTEIRO_PAI";-0,216;-1,817;0,087;4,665;-0,348
"*uf_MT";0,528;0,246;3,215;-1,889;-4,404
"*uf_MS";1,726;-1,085;1,823;-1,106;-1,234
"*deputado_OTONI_DE_PAULA";-3,639;4,824;-0,186;4,665;-2,068
"*dec_text245";-0,72;-0,36;5,726;-0,367;-0,409
"*deputado_LUIZ_COUTO";-1,808;0,089;3,039;0,079;-1,027
"*uf_MG";0,07;-0,011;9,572;-0,278;-11,001
"*deputado_AUREO_RIBEIRO";0,573;-0,36;-0,702;-0,367;1,555
"*deputado_ELI_BORGES";-2,172;-1,085;0,172;12,127;-1,234
"*uf_MA";2,517;0,158;0,24;-1,06;-3,334
"*deputado_GENERAL_GIRÃO";7,352;-1,267;0,026;-1,292;-1,442
